hour,day_of_week,vehicle_count,weather,accident,road_type,event,congestion_level,cluster
20,3,1164,0,1,1,1,83.92,0
15,5,1155,2,1,1,0,85.65,0
21,5,373,2,0,0,0,34.19,1
20,6,1010,2,0,1,0,55.3,0
10,4,163,1,1,0,1,60.89,1
4,4,1842,2,1,1,0,100.0,2
3,5,1131,0,1,1,0,62.93,2
2,4,203,1,0,0,0,17.09,1
18,5,1950,0,0,1,0,64.5,0
19,6,1477,0,0,1,0,49.31,0
17,1,1701,2,0,1,0,71.03,0
14,5,1928,2,0,1,1,95.84,0
8,2,1339,0,1,1,1,82.17,2
16,4,364,0,0,1,0,12.92,1
13,5,1788,1,0,1,1,84.64,0
14,5,1114,2,1,1,1,100.0,0
0,6,154,1,0,0,0,17.62,1
20,4,1974,1,0,0,0,76.22,0
21,1,1963,1,0,1,1,91.89,0
21,6,1266,0,1,1,0,64.97999999999999,0
2,1,1474,1,0,0,1,73.22,2
15,6,1351,1,1,1,1,93.53,0
22,4,403,0,1,0,1,61.09,1
10,0,1065,2,0,0,0,56.95,1
11,4,1822,2,0,0,1,98.66,2
9,4,782,1,0,1,0,36.46,1
15,1,1653,0,0,1,0,56.59,0
7,1,758,2,1,1,0,69.74,2
5,4,1329,1,0,0,0,53.87,2
11,4,700,1,1,0,0,56.0,1
23,4,873,0,1,0,1,71.19,0
20,1,996,1,1,1,0,68.88,0
7,4,710,2,1,0,0,73.3,2
3,4,148,0,1,0,0,37.44,1
7,3,637,2,0,1,0,46.11,1
17,0,331,2,1,0,0,61.93,1
4,2,1956,2,1,0,1,100.0,2
8,0,452,1,0,1,0,26.56,1
3,3,1182,1,0,1,0,48.46,2
21,2,749,2,1,0,1,86.47,0
16,6,248,2,1,1,0,60.44,1
8,4,1376,0,0,0,1,64.28,2
0,3,376,0,1,1,1,60.28,1
20,6,203,1,0,0,1,31.09,1
19,4,601,1,0,1,1,50.03,1
12,1,1718,0,1,0,0,76.53999999999999,0
15,5,454,2,0,1,0,34.62,1
12,3,511,1,1,1,1,71.33,1
13,1,181,2,1,1,1,72.43,1
2,3,840,0,1,1,0,50.2,1
5,3,923,1,0,1,1,54.69,2
17,1,133,1,1,1,1,59.99,1
18,2,1472,0,0,1,1,67.16,0
4,0,803,1,1,0,0,66.09,2
14,4,677,0,1,0,1,67.31,1
1,3,1182,1,0,1,0,53.46,2
9,4,270,0,1,1,0,42.1,1
23,5,1977,1,1,0,0,96.31,0
17,1,602,2,0,0,1,60.06,1
12,4,1441,2,0,1,1,78.22999999999999,0
4,1,1220,2,0,0,0,63.6,2
22,4,161,1,1,0,0,45.83,1
23,0,664,1,0,1,0,36.92,1
0,0,1631,2,0,1,1,83.93,2
21,0,973,2,1,1,1,94.19,0
0,0,1567,0,0,0,0,53.01,2
17,0,1578,0,1,1,0,76.34,0
14,0,524,0,1,1,1,59.72,1
16,1,885,2,0,0,0,52.55,1
10,3,1963,2,1,1,1,100.0,2
20,4,320,2,0,0,1,49.6,1
21,0,470,0,0,0,0,20.1,1
16,1,1970,1,0,0,0,69.1,0
12,1,756,2,0,0,1,58.68,1
0,1,1440,1,1,0,1,96.2,2
1,3,1353,1,1,0,1,97.59,2
8,4,1356,1,0,1,1,74.68,2
2,3,89,0,0,1,1,22.67,1
0,2,238,1,1,1,0,42.14,1
20,6,1237,2,0,0,1,81.11,0
15,1,1043,0,1,1,1,75.28999999999999,0
22,2,1609,2,0,0,1,89.27,0
5,5,585,2,1,1,0,67.55,1
16,0,1077,0,1,0,0,65.31,0
4,6,1908,2,1,1,1,100.0,2
4,0,339,2,0,0,1,48.17,1
5,3,482,0,0,1,0,18.46,1
2,6,520,2,0,0,0,41.6,1
20,4,1254,1,0,1,0,54.62,0
22,2,1321,2,0,0,0,63.63,0
4,4,677,1,1,1,1,78.31,2
20,3,328,2,1,1,0,63.84,1
4,0,926,0,1,1,1,70.78,2
9,6,630,0,1,0,1,61.9,1
9,4,912,2,1,0,0,79.36,2
18,4,303,0,1,0,0,34.09,1
16,0,230,2,1,0,0,58.9,1
20,6,1903,0,0,0,0,61.09,0
13,2,730,1,1,1,1,71.9,1
8,0,874,2,0,0,1,64.22,2
13,4,1582,1,1,1,1,98.46,0
0,2,1834,1,1,1,0,93.02,2
18,2,749,2,0,0,1,64.47,0
12,0,615,1,1,1,0,57.45,1
12,4,1399,2,0,0,1,76.97,0
3,3,1430,1,1,0,0,83.9,2
0,4,1898,2,0,0,1,91.94,2
16,1,1723,2,1,1,1,100.0,0
7,6,729,0,0,0,0,23.87,1
1,5,440,2,0,0,1,50.2,1
7,3,1688,2,1,0,1,100.0,2
6,2,1158,1,1,1,0,78.74000000000001,2
1,3,1390,2,0,0,0,66.69999999999999,2
21,6,261,0,1,1,0,37.83,1
21,2,1588,1,0,1,0,57.64,0
2,6,433,1,1,0,0,51.99,1
17,2,1764,0,0,1,1,72.91999999999999,0
11,3,391,1,1,1,0,53.73,1
0,2,1888,1,0,0,1,81.64,2
21,2,893,1,1,0,1,80.78999999999999,0
11,1,1111,1,0,0,0,45.33,1
4,4,1584,0,0,1,1,63.52,2
16,4,469,0,1,0,1,61.07,1
15,5,800,1,1,1,0,65.0,1
14,5,1242,1,0,1,1,71.25999999999999,0
22,1,1982,0,0,1,0,65.46000000000001,0
14,5,1416,0,0,1,0,46.48,0
4,6,1899,0,0,1,0,64.97,2
20,3,355,1,1,0,1,64.65,1
13,0,1615,1,0,0,1,74.44999999999999,0
1,6,751,2,0,1,1,59.53,2
10,0,918,0,0,1,1,45.54,1
18,0,586,1,1,0,0,56.58,1
6,1,1185,0,0,0,1,52.55,2
5,6,1484,1,1,1,0,85.52,2
1,1,255,0,1,1,1,51.65,1
5,2,1258,1,1,0,1,91.74,2
17,0,1455,2,1,0,1,100.0,0
1,3,545,2,1,1,1,82.35,2
17,5,1452,0,1,0,1,92.56,0
14,3,1120,1,1,0,0,77.6,0
18,5,1959,1,0,1,1,90.77,0
1,0,1813,0,0,1,1,77.39,2
19,0,1624,1,1,1,1,100.0,0
5,0,1601,0,0,0,1,67.03,2
0,1,553,1,0,1,0,30.59,1
23,6,1095,0,1,0,1,79.85,0
14,5,262,1,0,1,0,25.86,1
22,6,359,0,1,1,1,56.77,1
9,1,710,1,0,0,0,35.3,1
18,1,802,2,1,0,0,71.06,0
16,4,321,1,1,1,0,44.63,1
4,3,1644,0,0,1,0,57.32,2
3,3,1872,2,0,0,0,80.16,2
9,2,987,1,1,1,1,87.61,2
23,1,1275,2,1,0,0,92.25,0
16,5,81,1,1,0,1,55.43,1
9,4,492,2,0,1,0,38.76,1
16,4,211,0,0,0,0,9.33,1
19,6,816,1,0,0,1,50.48,1
23,3,303,1,0,0,0,19.09,1
4,1,570,0,1,1,0,49.1,1
1,2,1026,2,1,0,0,78.78,2
5,1,1724,0,1,1,0,80.72,2
20,6,1553,0,1,1,1,91.59,0
1,0,59,2,0,1,0,28.77,1
12,1,775,0,1,0,0,55.25,1
10,6,554,1,1,0,1,72.62,1
10,0,834,1,0,1,1,53.02,1
15,0,1909,1,0,1,0,72.27,0
10,2,1633,0,1,0,0,76.99,2
18,5,485,1,0,1,1,45.55,1
14,3,1184,1,1,1,0,70.52,0
22,1,202,1,0,0,1,35.06,1
22,0,1708,1,0,1,0,70.24,0
15,1,966,1,1,0,1,87.98,0
10,5,918,1,0,0,1,55.54,1
21,3,1175,0,1,1,1,81.25,0
15,5,802,1,0,0,0,42.06,1
7,3,1906,1,0,0,0,71.18,2
3,4,1264,2,0,0,0,60.92,2
7,3,1802,0,0,1,0,62.06,2
3,2,612,0,0,1,1,37.36,1
23,5,1877,0,1,1,1,100.0,0
2,0,1154,0,0,0,1,56.62,2
2,4,538,1,1,0,0,54.14,1
17,2,944,1,0,1,0,44.32,1
18,1,1161,2,1,1,0,83.83,0
18,5,1267,2,0,0,1,82.00999999999999,0
20,6,153,0,1,1,0,32.59,1
4,6,1856,2,1,1,0,100.0,2
17,0,1169,2,0,1,1,74.07,0
9,3,1496,0,0,1,1,67.88,2
21,0,1964,0,0,1,0,66.91999999999999,0
20,6,1271,2,1,0,1,100.0,0
5,1,1074,1,1,1,0,70.22,2
0,4,1056,2,0,1,1,67.68,2
4,4,456,2,0,0,1,50.68,1
8,5,1451,1,1,0,1,94.53,2
11,4,216,1,1,0,0,45.48,1
13,5,558,0,0,0,0,21.74,1
1,5,1711,0,1,1,0,80.33,2
16,5,362,2,0,1,1,46.86,1
13,6,1666,1,0,1,1,78.97999999999999,0
12,6,1491,0,0,1,1,67.72999999999999,0
8,3,812,2,1,0,1,87.36,2
14,2,730,1,1,0,0,65.9,1
21,5,526,2,1,1,0,61.78,1
14,5,122,0,1,1,0,30.66,1
23,2,1214,0,0,1,1,53.42,0
10,0,631,1,1,1,1,76.93,1
15,5,311,2,0,0,0,32.33,1
16,3,1413,1,0,1,1,67.39,0
3,4,1381,0,0,0,0,41.43,2
0,4,294,0,1,0,1,54.82,1
7,1,1588,2,0,0,1,88.64,2
16,1,1410,2,0,0,0,63.3,0
2,4,1648,2,1,1,0,100.0,2
19,4,610,1,0,1,1,51.3,1
14,6,1149,2,1,1,0,83.47,0
14,3,1953,2,1,1,0,100.0,0
23,2,224,0,1,0,1,48.72,1
21,1,158,0,0,0,1,21.74,1
13,6,232,2,1,0,1,71.96000000000001,1
22,6,241,2,1,1,0,55.23,1
13,2,114,0,1,0,1,50.42,1
23,6,1922,2,1,0,1,100.0,0
1,3,1012,1,0,0,1,55.36,2
12,4,1547,1,1,0,1,100.0,0
13,5,1856,1,0,1,1,80.68,0
23,2,1173,2,1,0,0,85.19,0
18,4,1617,0,0,0,1,63.51,0
6,4,913,2,1,1,1,89.39,2
2,0,1201,2,0,1,0,65.03,2
14,2,1525,0,1,1,1,89.75,0
22,6,1987,0,0,0,1,83.61,0
13,5,418,0,0,0,0,18.54,1
10,2,900,1,0,0,1,61.0,1
14,6,92,2,1,0,0,54.76,1
12,4,1957,0,0,1,1,81.71000000000001,0
17,5,1492,2,0,0,0,69.75999999999999,0
5,6,537,1,0,0,0,34.11,1
2,3,127,1,0,1,1,35.81,1
18,6,875,0,1,1,0,59.25,0
14,0,1874,0,0,1,0,65.22,0
22,4,1343,2,0,0,1,78.28999999999999,0
4,6,723,0,0,0,1,44.69,1
9,1,750,2,1,0,0,73.5,2
6,1,808,0,0,0,1,43.24,1
16,0,1973,2,0,0,0,83.19,0
6,3,777,2,0,1,0,43.31,1
21,4,1388,2,0,1,1,77.64,0
11,2,974,2,1,0,1,98.22,2
16,0,1924,1,0,0,0,69.72,0
12,3,951,2,0,0,1,70.53,0
19,2,938,0,1,0,1,73.14,0
3,1,1042,1,1,0,0,75.25999999999999,2
9,1,1241,1,1,1,0,76.22999999999999,2
2,2,388,2,0,1,0,31.64,1
8,0,242,1,1,1,0,50.26,1
12,1,1526,2,0,0,0,67.78,0
17,4,332,0,1,0,0,36.96,1
14,5,1409,2,0,1,1,78.27,0
3,6,439,1,1,1,0,51.17,1
14,2,1049,0,0,0,1,47.47,1
21,2,574,2,1,1,1,85.22,0
1,1,1313,0,0,1,0,48.39,2
14,0,1905,0,0,0,1,78.15,0
7,4,1556,1,0,1,0,63.68,2
7,0,708,0,0,1,1,38.24,1
16,3,765,1,0,1,0,37.95,1
11,3,1665,0,0,0,0,58.95,2
18,5,940,2,0,1,0,53.2,1
9,1,1628,0,0,1,0,48.84,2
8,1,1531,2,1,1,1,100.0,2
4,1,1162,2,0,0,1,71.86,2
5,5,1733,0,0,0,1,68.99,2
19,3,1168,2,1,1,1,97.04,0
1,0,501,0,0,0,1,39.03,1
23,5,477,0,1,1,0,48.31,1
12,5,1224,2,0,0,0,63.72,0
5,0,1587,2,1,0,0,96.61,2
4,1,1449,1,1,1,0,81.47,2
0,4,1095,2,0,1,0,60.85,2
20,0,932,1,1,1,1,85.96,0
21,3,362,2,0,0,0,30.86,1
20,2,889,0,0,1,0,27.67,1
5,2,568,2,0,0,1,59.04,1
5,6,1279,0,0,0,1,57.37,2
22,6,424,0,1,1,0,43.72,1
15,5,500,0,0,0,0,15.0,1
3,2,1699,1,1,1,1,100.0,2
10,4,1857,2,1,0,0,100.0,2
23,1,1064,0,0,1,0,33.92,1
22,3,644,0,0,0,0,28.32,1
8,6,1252,1,0,0,1,63.56,2
22,4,1283,2,0,1,0,59.49,0
2,3,549,2,1,0,0,69.47,2
18,3,513,1,0,1,1,43.39,1
7,1,1913,1,1,0,1,100.0,2
4,5,1197,2,0,0,1,76.91,2
3,2,162,1,0,0,0,23.86,1
23,1,1085,2,0,1,1,76.55,0
5,4,1199,2,0,1,0,56.97,2
1,5,1638,0,1,1,1,91.14,2
19,4,380,0,1,1,0,38.4,1
10,5,1974,2,0,1,1,99.22,2
3,6,1356,2,1,0,0,87.68,2
14,4,189,2,1,0,0,54.67,1
5,1,1474,2,0,1,1,82.22,2
21,5,951,2,0,0,1,65.53,0
16,5,1170,2,1,0,0,87.1,0
23,3,566,1,1,0,1,75.98,0
5,3,618,2,1,0,0,65.53999999999999,1
18,0,1997,1,1,1,1,100.0,0
1,4,895,1,0,0,1,57.85,2
14,3,1142,2,0,1,0,60.26,0
10,0,167,2,1,1,1,66.00999999999999,1
7,6,937,1,0,0,1,55.11,1
18,6,1132,1,1,1,0,77.96000000000001,0
12,3,1106,2,1,0,0,87.18,0
11,4,1391,2,0,0,1,79.72999999999999,2
4,5,99,1,1,0,0,43.97,1
5,2,1953,1,1,1,1,100.0,2
21,4,1562,1,0,1,1,73.86,0
3,1,68,0,0,1,0,8.04,1
18,6,775,1,1,0,0,64.25,0
19,3,246,0,1,0,0,41.38,1
0,3,1964,2,0,0,0,80.91999999999999,2
19,5,1523,2,1,1,0,90.69,0
16,1,608,1,1,0,0,55.24,1
11,5,1752,2,0,0,1,91.56,2
14,1,501,2,0,1,1,56.03,1
0,2,338,2,0,1,0,33.14,1
13,6,1214,2,0,1,1,71.42,0
5,3,1157,0,0,0,1,54.71,2
4,3,1767,0,0,0,1,69.00999999999999,2
10,2,440,1,1,0,1,65.2,1
3,0,1664,1,1,1,0,87.92,2
12,6,264,1,0,1,1,37.92,1
10,5,1599,2,0,1,1,87.97,2
2,2,264,2,1,1,0,58.92,1
0,5,1476,0,1,0,0,73.28,2
5,4,177,0,1,0,0,36.31,1
17,3,1895,1,0,0,0,67.85,0
23,5,1550,0,0,0,1,61.5,0
9,1,809,0,1,0,0,58.27,1
4,5,453,0,0,0,1,35.59,1
22,4,1102,0,0,0,1,48.06,0
9,6,1865,0,0,0,0,56.95,2
11,3,387,1,1,1,0,55.61,1
1,2,880,1,1,1,0,66.4,2
12,4,763,0,0,0,0,22.89,1
7,3,410,1,0,1,0,31.3,1
1,5,618,2,0,0,0,40.54,1
19,6,1465,0,0,0,1,64.94999999999999,0
0,0,267,2,0,1,1,50.01,1
4,6,1647,1,1,0,1,100.0,2
8,0,1742,1,0,0,1,79.25999999999999,2
16,1,251,2,0,0,0,27.53,1
8,6,66,1,0,0,0,19.98,1
10,3,371,0,1,0,1,60.13,1
14,0,567,2,1,0,1,82.00999999999999,0
23,2,1643,0,0,0,1,69.28999999999999,0
5,3,1398,2,1,1,0,94.94,2
22,2,1485,1,1,1,0,79.55,0
2,6,1391,2,1,0,0,91.73,2
16,2,730,2,1,1,1,85.9,0
4,0,1155,0,1,0,1,79.65,2
11,3,1547,1,1,0,0,88.41,2
17,5,1541,0,0,0,0,50.23,0
13,4,474,1,1,0,1,65.22,1
20,0,1804,0,1,1,1,95.12,0
23,0,1762,2,0,1,0,81.86,0
10,5,1277,0,0,1,1,57.31,2
8,3,1656,1,0,1,0,61.68,2
1,3,1068,1,0,0,0,51.04,2
11,6,436,2,1,1,1,75.08,1
2,2,827,1,1,0,1,81.81,2
2,6,147,0,1,0,1,50.41,1
0,5,1418,2,1,1,0,87.53999999999999,2
7,6,1876,1,0,0,1,85.28,2
21,5,257,1,1,1,1,65.71000000000001,1
7,3,1587,0,1,1,0,75.61,2
10,2,1709,0,0,1,0,51.27,2
8,6,1865,2,1,1,1,100.0,2
4,0,635,1,1,1,0,58.05,1
13,1,215,0,1,0,0,32.45,1
2,4,71,2,1,1,0,47.13,1
20,0,203,1,0,1,1,33.09,1
4,3,1512,1,0,0,1,78.36,2
4,4,1368,2,0,1,0,61.04,2
18,1,268,2,0,1,0,31.04,1
13,1,718,0,0,0,0,28.54,1
3,2,1568,1,1,0,1,100.0,2
12,4,279,1,1,1,0,52.37,1
9,2,69,1,0,0,0,19.07,1
17,0,602,2,0,1,1,62.06,1
7,5,999,0,0,0,0,36.97,1
7,5,197,1,1,1,1,58.91,1
6,5,1181,2,0,1,1,77.43,2
7,4,452,1,1,1,1,71.56,1
13,5,645,0,1,0,0,50.35,1
18,0,1556,1,1,1,0,82.68,0
5,2,416,0,1,0,1,60.48,1
0,4,1907,0,0,1,0,64.21000000000001,2
22,2,1487,1,1,1,1,98.61,0
14,4,1382,1,1,1,0,78.46000000000001,0
0,2,851,0,0,1,1,46.53,1
16,1,967,2,1,1,1,90.00999999999999,0
0,2,1908,0,1,0,0,84.24,2
14,5,1207,1,1,0,0,79.21000000000001,0
22,1,1792,1,0,0,0,66.75999999999999,0
1,2,1356,2,1,1,0,88.68,2
13,4,1851,0,1,1,1,97.53,0
20,4,122,0,0,0,1,22.66,1
7,4,530,0,0,1,0,17.9,1
7,3,1425,1,1,1,0,85.75,2
18,0,609,0,1,1,1,60.27,1
6,4,1399,2,0,0,0,62.97,2
18,1,794,1,1,0,0,62.82,0
5,4,1516,1,0,0,0,60.48,2
5,3,149,0,1,0,0,29.47,1
2,5,1132,2,0,0,1,73.96000000000001,2
6,1,557,1,1,1,1,75.71000000000001,2
18,3,307,1,0,1,0,21.21,1
7,5,462,0,0,1,1,31.86,1
9,6,1525,0,0,1,0,50.75,2
19,6,1138,2,0,0,0,61.14,0
14,1,644,0,0,0,0,27.32,1
14,2,1227,2,1,1,1,100.0,0
0,0,315,1,1,0,1,65.45,1
19,0,870,2,0,1,1,65.1,0
6,3,1152,2,1,1,1,100.0,2
3,5,1388,2,1,1,1,100.0,2
5,0,711,1,1,1,0,65.33,2
0,5,996,0,1,0,0,59.88,2
4,5,609,1,1,1,1,72.27,2
22,3,966,0,1,0,1,68.98,0
0,3,940,2,0,1,1,67.2,2
3,3,1321,2,1,1,0,88.63,2
21,0,1863,2,1,1,1,100.0,0
1,6,917,2,1,1,0,72.50999999999999,2
9,3,659,2,0,0,0,43.77,1
4,0,463,0,1,1,1,59.89,1
9,3,74,0,1,0,0,32.22,1
0,4,333,2,1,1,0,59.99,1
21,5,1522,1,0,1,1,76.66,0
5,3,930,1,1,1,0,67.9,2
12,1,350,2,0,0,1,49.5,1
14,5,1141,0,1,1,0,68.22999999999999,0
3,5,1080,1,0,1,1,61.4,2
12,3,866,1,0,1,1,58.98,1
23,6,1210,1,0,1,0,53.3,0
19,2,1237,2,1,1,1,100.0,0
23,6,132,1,0,0,0,16.96,1
14,3,1970,1,0,0,0,72.1,0
7,5,1723,1,0,1,1,85.69,2
4,1,1493,1,0,1,0,58.79,2
14,5,1146,0,1,0,1,76.38,0
3,6,1310,2,1,1,0,91.3,2
11,1,95,2,1,0,0,53.85,1
12,0,667,0,1,1,1,64.00999999999999,1
1,4,977,0,0,1,0,38.31,1
18,5,1873,2,1,0,0,100.0,0
18,3,311,1,0,1,0,23.33,1
3,0,225,1,1,0,0,43.75,1
3,4,1239,2,1,0,0,91.17,2
10,3,706,1,1,0,0,60.18,1
4,2,891,0,0,1,0,26.73,1
19,3,419,1,1,0,0,52.57,1
10,1,1868,1,1,0,1,100.0,2
9,1,103,1,1,1,0,41.09,1
7,2,739,2,0,1,0,45.17,1
5,0,1492,0,1,1,1,91.76,2
5,4,1829,1,1,1,1,100.0,2
7,3,1580,2,0,1,1,85.4,2
22,1,1414,1,0,1,0,53.42,0
14,0,1200,0,1,0,1,76.0,0
13,2,1482,1,1,1,1,100.0,0
10,6,1997,0,1,0,0,86.91,2
11,5,416,1,0,1,0,29.48,1
12,6,1344,0,0,0,1,60.32,0
7,6,693,1,0,0,1,51.79,1
17,1,1678,0,1,1,0,76.34,0
0,2,428,1,0,1,0,27.84,1
14,3,122,1,1,0,0,45.66,1
7,6,1996,2,0,1,0,86.88,2
10,6,1995,2,0,1,0,82.85,2
11,4,964,0,0,0,1,48.92,1
11,1,1321,1,1,0,0,78.63,2
3,1,909,0,1,0,0,60.27,2
15,3,1858,2,1,1,0,100.0,0
3,5,92,0,1,1,0,28.76,1
4,0,426,0,0,1,0,18.78,1
23,4,1114,2,1,1,1,99.42,0
4,1,219,1,0,0,0,16.57,1
7,4,261,0,1,1,1,47.83,1
9,1,1566,2,1,0,0,94.98,2
16,4,1753,1,0,1,1,81.59,0
8,2,88,2,0,1,1,40.64,1
21,6,418,0,1,0,0,43.54,1
18,1,806,1,1,1,0,61.18,0
13,4,200,1,0,1,0,22.0,1
7,0,1184,2,0,0,0,62.52,2
8,2,1553,2,0,1,0,71.59,2
21,2,1509,2,0,0,1,85.27,0
10,0,1120,1,0,0,0,50.6,1
22,4,1073,1,1,0,0,74.19,0
0,3,1648,0,1,0,1,95.44,2
13,0,786,1,1,1,0,63.58,1
4,4,1439,0,1,1,1,88.17,2
20,0,118,2,0,1,0,32.54,1
13,0,348,2,0,0,1,50.44,1
3,1,993,1,0,1,0,46.79,1
21,4,851,2,1,1,1,85.53,0
22,3,345,2,0,1,1,49.35,1
0,6,252,1,0,1,0,19.56,1
21,1,110,0,1,0,0,35.3,1
22,0,995,1,1,0,0,69.85,0
18,6,1012,0,1,1,1,71.36,0
7,5,1903,1,0,0,1,88.09,2
14,6,1387,1,0,1,1,72.61,0
20,0,1234,2,1,1,0,86.02,0
14,0,380,1,1,1,0,53.4,1
8,4,1601,1,0,0,1,77.03,2
20,4,387,0,1,1,0,36.61,1
8,1,1679,2,0,0,1,93.37,2
9,3,1377,0,1,0,0,69.31,2
19,1,1576,0,1,1,0,73.28,0
20,2,1723,2,1,0,1,100.0,0
8,0,1411,2,0,0,0,70.33,2
2,6,1623,2,0,1,0,69.69,2
19,5,688,1,1,0,0,58.64,1
10,0,324,2,0,0,0,30.72,1
5,0,1237,2,1,1,0,86.11,2
1,1,1516,2,1,1,1,100.0,2
6,5,368,0,0,0,0,20.04,1
17,5,638,0,0,1,1,35.14,1
1,5,553,1,0,1,0,34.59,1
16,1,1759,0,0,0,0,56.77,0
10,0,436,1,1,0,1,72.08,1
11,1,919,0,0,1,1,46.57,1
18,4,882,2,0,0,0,46.46,1
21,4,1064,0,1,1,0,61.92,0
23,1,1961,1,1,1,1,100.0,0
6,5,652,0,1,0,1,59.56,1
19,0,1823,2,1,0,1,100.0,0
5,1,1849,1,0,1,1,87.47,2
20,1,740,2,0,1,0,49.2,1
23,1,543,2,1,1,0,67.28999999999999,0
0,2,539,1,1,1,0,55.17,1
16,4,770,2,0,0,0,45.1,1
10,6,1146,2,0,1,0,62.38,2
21,5,558,0,0,0,1,37.74,1
17,3,439,2,0,0,1,57.17,1
20,6,1692,2,0,1,1,94.76,0
16,5,1930,2,1,0,0,100.0,0
6,3,344,2,1,0,1,75.32,1
16,2,1442,1,1,1,0,82.25999999999999,0
19,1,845,0,1,0,0,57.35,1
8,2,914,2,0,0,0,49.42,1
16,2,1767,2,1,1,1,100.0,0
19,6,598,1,0,1,0,28.94,1
21,0,698,2,0,1,0,42.94,1
21,6,1923,1,0,1,1,83.69,0
7,4,617,0,0,1,0,22.51,1
16,3,1260,0,0,1,1,58.8,0
6,1,902,2,0,1,0,56.06,1
0,6,819,2,0,0,1,68.57,2
12,3,494,2,1,0,0,59.82,1
22,5,1643,1,0,1,0,68.28999999999999,0
18,3,412,2,1,0,1,80.36,0
23,5,172,2,1,0,0,50.16,1
18,6,1261,0,0,1,1,52.83,0
16,4,791,2,0,0,0,52.73,1
12,6,729,0,1,1,1,68.87,1
15,5,469,2,1,0,0,64.07,1
7,3,1699,0,1,1,0,80.97,2
18,3,1325,2,1,0,0,92.75,0
17,5,1692,0,0,0,1,68.75999999999999,0
0,2,1622,1,0,0,1,80.66,2
13,4,1408,0,0,1,1,60.24,0
18,0,141,0,1,0,1,45.23,1
14,1,1603,0,0,0,1,70.09,0
17,3,1939,2,1,1,0,100.0,0
1,1,112,2,0,1,0,26.36,1
21,0,1735,2,1,0,0,100.0,0
16,6,561,1,0,0,0,34.83,1
17,1,1212,1,0,0,0,53.36,0
5,0,1771,0,1,0,1,93.13,2
18,5,1258,1,1,1,0,78.74000000000001,0
3,2,1278,0,1,0,1,82.34,2
0,3,821,0,1,0,0,55.63,2
7,0,1287,0,1,1,1,86.61,2
22,1,305,1,0,0,1,35.15,1
6,3,184,2,1,0,1,68.52,1
2,2,1646,1,0,0,0,62.38,2
9,5,924,0,0,1,0,28.72,1
9,6,871,0,0,1,0,28.13,1
18,3,137,1,0,0,0,21.11,1
13,6,1909,0,0,0,1,80.27,0
1,0,1037,0,1,1,1,76.11,2
0,2,1280,1,1,0,1,97.4,2
22,1,1202,1,0,0,1,62.06,0
22,2,872,1,0,1,0,37.16,1
17,2,1076,0,1,1,1,78.28,0
6,4,1023,0,1,1,0,62.69,2
7,2,983,2,0,0,1,71.49,2
0,2,1827,2,1,0,1,100.0,2
22,3,170,1,1,0,1,64.1,1
2,1,1458,2,1,0,0,95.74,2
23,3,1687,0,0,1,0,50.61,0
22,3,1111,2,1,0,1,100.0,0
7,0,1414,0,0,0,1,57.42,2
21,3,1057,1,0,1,1,58.71,0
14,4,974,1,0,1,0,47.22,1
4,4,694,0,0,0,0,24.82,1
2,6,763,2,0,1,0,50.89,1
18,0,909,1,1,1,1,85.27,0
0,6,70,1,0,0,0,17.1,1
14,6,291,2,0,0,1,43.73,1
7,5,504,2,0,0,0,44.12,1
1,1,1012,0,1,0,1,76.36,2
2,1,670,2,1,1,1,85.1,2
23,3,352,2,1,1,0,63.56,1
13,3,1669,2,1,0,1,100.0,0
23,5,1668,0,1,0,1,93.04,0
13,3,852,0,1,1,1,71.56,0
10,1,1013,1,1,0,0,66.39,2
15,6,118,0,0,0,1,23.54,1
3,2,1202,1,0,0,0,51.06,2
19,4,245,2,1,0,0,53.35,1
4,2,189,1,0,1,1,33.67,1
21,2,1517,1,0,0,0,62.51,0
20,1,332,2,1,1,1,76.96000000000001,1
13,2,361,1,0,0,0,27.83,1
22,5,795,0,0,0,1,45.85,1
15,0,1608,0,1,1,0,73.24,0
17,3,1738,0,0,0,1,68.14,0
6,0,326,0,1,1,1,52.78,1
9,6,110,1,1,0,1,61.3,1
6,4,1392,1,0,0,1,68.75999999999999,2
0,3,1963,2,0,0,0,83.89,2
22,2,101,1,0,0,0,19.03,1
20,4,1929,1,1,0,1,100.0,0
18,3,202,1,1,1,0,47.06,1
15,5,1822,2,1,1,1,100.0,0
18,5,1384,0,0,0,1,61.52,0
3,5,1887,1,0,0,0,70.61,2
17,5,593,2,1,1,0,71.78999999999999,1
1,2,616,2,0,1,1,56.48,1
0,0,1937,2,0,0,0,78.11,2
14,3,1462,0,1,0,1,89.86,0
4,2,1621,1,1,1,0,90.63,2
19,5,671,2,0,0,0,41.13,1
10,6,1250,0,1,1,0,68.5,2
9,0,1435,2,0,0,0,68.05,2
1,6,363,2,1,1,0,59.89,1
2,4,856,2,1,1,1,88.68,2
22,6,897,2,1,0,0,72.91,0
22,4,146,2,0,1,0,33.379999999999995,1
11,4,930,0,0,0,1,47.9,1
19,5,1286,1,1,0,1,92.58,0
4,4,878,1,1,0,1,77.34,2
4,1,186,1,1,0,0,49.58,1
5,3,1079,1,0,1,0,48.37,2
8,3,1060,0,1,0,1,76.8,2
1,5,158,0,1,0,1,52.74,1
20,1,596,0,1,0,1,66.88,0
