hour,day_of_week,vehicle_count,weather,accident,road_type,event,congestion_level
12,4,1441,2,0,1,1,78.22999999999999
4,1,1220,2,0,0,0,63.6
22,4,161,1,1,0,0,45.83
23,0,664,1,0,1,0,36.92
0,0,1631,2,0,1,1,83.93
21,0,973,2,1,1,1,94.19
0,0,1567,0,0,0,0,53.01
17,0,1578,0,1,1,0,76.34
14,0,524,0,1,1,1,59.72
16,1,885,2,0,0,0,52.55
10,3,1963,2,1,1,1,100.0
20,4,320,2,0,0,1,49.6
21,0,470,0,0,0,0,20.1
16,1,1970,1,0,0,0,69.1
12,1,756,2,0,0,1,58.68
0,1,1440,1,1,0,1,96.19999999999999
1,3,1353,1,1,0,1,97.59
8,4,1356,1,0,1,1,74.68
2,3,89,0,0,1,1,22.67
0,2,238,1,1,1,0,42.14
20,6,1237,2,0,0,1,81.11
15,1,1043,0,1,1,1,75.28999999999999
22,2,1609,2,0,0,1,89.27
5,5,585,2,1,1,0,67.55
16,0,1077,0,1,0,0,65.31
4,6,1908,2,1,1,1,100.0
4,0,339,2,0,0,1,48.17
5,3,482,0,0,1,0,18.46
2,6,520,2,0,0,0,41.6
20,4,1254,1,0,1,0,54.62
22,2,1321,2,0,0,0,63.629999999999995
4,4,677,1,1,1,1,78.31
20,3,328,2,1,1,0,63.84
4,0,926,0,1,1,1,70.78
9,6,630,0,1,0,1,61.9
9,4,912,2,1,0,0,79.36
18,4,303,0,1,0,0,34.09
16,0,230,2,1,0,0,58.9
20,6,1903,0,0,0,0,61.089999999999996
13,2,730,1,1,1,1,71.9
8,0,874,2,0,0,1,64.22
13,4,1582,1,1,1,1,98.46000000000001
0,2,1834,1,1,1,0,93.02
18,2,749,2,0,0,1,64.47
12,0,615,1,1,1,0,57.45
12,4,1399,2,0,0,1,76.97
3,3,1430,1,1,0,0,83.9
0,4,1898,2,0,0,1,91.94
16,1,1723,2,1,1,1,100.0
7,6,729,0,0,0,0,23.869999999999997
1,5,440,2,0,0,1,50.2
7,3,1688,2,1,0,1,100.0
6,2,1158,1,1,1,0,78.74000000000001
1,3,1390,2,0,0,0,66.69999999999999
21,6,261,0,1,1,0,37.83
21,2,1588,1,0,1,0,57.64
2,6,433,1,1,0,0,51.99
17,2,1764,0,0,1,1,72.91999999999999
11,3,391,1,1,1,0,53.730000000000004
0,2,1888,1,0,0,1,81.64
21,2,893,1,1,0,1,80.78999999999999
11,1,1111,1,0,0,0,45.33
4,4,1584,0,0,1,1,63.519999999999996
16,4,469,0,1,0,1,61.07
15,5,800,1,1,1,0,65.0
14,5,1242,1,0,1,1,71.25999999999999
22,1,1982,0,0,1,0,65.46000000000001
14,5,1416,0,0,1,0,46.48
4,6,1899,0,0,1,0,64.97
20,3,355,1,1,0,1,64.65
13,0,1615,1,0,0,1,74.44999999999999
1,6,751,2,0,1,1,59.53
10,0,918,0,0,1,1,45.54
18,0,586,1,1,0,0,56.58
6,1,1185,0,0,0,1,52.55
5,6,1484,1,1,1,0,85.52
1,1,255,0,1,1,1,51.65
5,2,1258,1,1,0,1,91.74000000000001
17,0,1455,2,1,0,1,100.0
1,3,545,2,1,1,1,82.35
17,5,1452,0,1,0,1,92.56
14,3,1120,1,1,0,0,77.6
18,5,1959,1,0,1,1,90.77
1,0,1813,0,0,1,1,77.39
19,0,1624,1,1,1,1,100.0
5,0,1601,0,0,0,1,67.03
0,1,553,1,0,1,0,30.59
23,6,1095,0,1,0,1,79.85
14,5,262,1,0,1,0,25.86
22,6,359,0,1,1,1,56.769999999999996
9,1,710,1,0,0,0,35.3
18,1,802,2,1,0,0,71.06
16,4,321,1,1,1,0,44.629999999999995
4,3,1644,0,0,1,0,57.32
3,3,1872,2,0,0,0,80.16
9,2,987,1,1,1,1,87.61
23,1,1275,2,1,0,0,92.25
16,5,81,1,1,0,1,55.43
9,4,492,2,0,1,0,38.76
16,4,211,0,0,0,0,9.33
19,6,816,1,0,0,1,50.480000000000004
23,3,303,1,0,0,0,19.09
4,1,570,0,1,1,0,49.099999999999994
1,2,1026,2,1,0,0,78.78
5,1,1724,0,1,1,0,80.72
20,6,1553,0,1,1,1,91.59
1,0,59,2,0,1,0,28.77
12,1,775,0,1,0,0,55.25
10,6,554,1,1,0,1,72.62
10,0,834,1,0,1,1,53.019999999999996
15,0,1909,1,0,1,0,72.27
10,2,1633,0,1,0,0,76.99
18,5,485,1,0,1,1,45.55
14,3,1184,1,1,1,0,70.52
22,1,202,1,0,0,1,35.06
22,0,1708,1,0,1,0,70.24
15,1,966,1,1,0,1,87.98
10,5,918,1,0,0,1,55.54
21,3,1175,0,1,1,1,81.25
15,5,802,1,0,0,0,42.06
7,3,1906,1,0,0,0,71.18
3,4,1264,2,0,0,0,60.92
7,3,1802,0,0,1,0,62.059999999999995
3,2,612,0,0,1,1,37.36
23,5,1877,0,1,1,1,100.0
2,0,1154,0,0,0,1,56.62
2,4,538,1,1,0,0,54.14
17,2,944,1,0,1,0,44.32
18,1,1161,2,1,1,0,83.83
18,5,1267,2,0,0,1,82.00999999999999
20,6,153,0,1,1,0,32.59
4,6,1856,2,1,1,0,100.0
17,0,1169,2,0,1,1,74.07
9,3,1496,0,0,1,1,67.88
21,0,1964,0,0,1,0,66.91999999999999
20,6,1271,2,1,0,1,100.0
5,1,1074,1,1,1,0,70.22
0,4,1056,2,0,1,1,67.68
4,4,456,2,0,0,1,50.68
8,5,1451,1,1,0,1,94.53
11,4,216,1,1,0,0,45.480000000000004
13,5,558,0,0,0,0,21.74
1,5,1711,0,1,1,0,80.33
16,5,362,2,0,1,1,46.86
13,6,1666,1,0,1,1,78.97999999999999
12,6,1491,0,0,1,1,67.72999999999999
8,3,812,2,1,0,1,87.36
14,2,730,1,1,0,0,65.9
21,5,526,2,1,1,0,61.78
14,5,122,0,1,1,0,30.66
23,2,1214,0,0,1,1,53.42
10,0,631,1,1,1,1,76.93
15,5,311,2,0,0,0,32.33
16,3,1413,1,0,1,1,67.39
3,4,1381,0,0,0,0,41.43
0,4,294,0,1,0,1,54.82
7,1,1588,2,0,0,1,88.64
16,1,1410,2,0,0,0,63.3
2,4,1648,2,1,1,0,100.0
19,4,610,1,0,1,1,51.3
14,6,1149,2,1,1,0,83.47
14,3,1953,2,1,1,0,100.0
23,2,224,0,1,0,1,48.72
21,1,158,0,0,0,1,21.740000000000002
13,6,232,2,1,0,1,71.96000000000001
22,6,241,2,1,1,0,55.230000000000004
13,2,114,0,1,0,1,50.42
23,6,1922,2,1,0,1,100.0
1,3,1012,1,0,0,1,55.36
12,4,1547,1,1,0,1,100.0
13,5,1856,1,0,1,1,80.68
23,2,1173,2,1,0,0,85.19
18,4,1617,0,0,0,1,63.51
6,4,913,2,1,1,1,89.39
2,0,1201,2,0,1,0,65.03
14,2,1525,0,1,1,1,89.75
22,6,1987,0,0,0,1,83.61
13,5,418,0,0,0,0,18.54
10,2,900,1,0,0,1,61.0
14,6,92,2,1,0,0,54.76
12,4,1957,0,0,1,1,81.71000000000001
17,5,1492,2,0,0,0,69.75999999999999
5,6,537,1,0,0,0,34.11
2,3,127,1,0,1,1,35.81
18,6,875,0,1,1,0,59.25
14,0,1874,0,0,1,0,65.22
22,4,1343,2,0,0,1,78.28999999999999
4,6,723,0,0,0,1,44.69
9,1,750,2,1,0,0,73.5
6,1,808,0,0,0,1,43.239999999999995
16,0,1973,2,0,0,0,83.19
6,3,777,2,0,1,0,43.31
21,4,1388,2,0,1,1,77.64
11,2,974,2,1,0,1,98.22
16,0,1924,1,0,0,0,69.72
12,3,951,2,0,0,1,70.53
19,2,938,0,1,0,1,73.14
3,1,1042,1,1,0,0,75.25999999999999
9,1,1241,1,1,1,0,76.22999999999999
2,2,388,2,0,1,0,31.64
8,0,242,1,1,1,0,50.26
12,1,1526,2,0,0,0,67.78
17,4,332,0,1,0,0,36.96
14,5,1409,2,0,1,1,78.27
3,6,439,1,1,1,0,51.17
14,2,1049,0,0,0,1,47.47
21,2,574,2,1,1,1,85.22
1,1,1313,0,0,1,0,48.39
14,0,1905,0,0,0,1,78.15
7,4,1556,1,0,1,0,63.68
7,0,708,0,0,1,1,38.239999999999995
16,3,765,1,0,1,0,37.95
11,3,1665,0,0,0,0,58.949999999999996
18,5,940,2,0,1,0,53.2
9,1,1628,0,0,1,0,48.839999999999996
8,1,1531,2,1,1,1,100.0
4,1,1162,2,0,0,1,71.86
5,5,1733,0,0,0,1,68.99
19,3,1168,2,1,1,1,97.03999999999999
1,0,501,0,0,0,1,39.03
23,5,477,0,1,1,0,48.31
12,5,1224,2,0,0,0,63.72
5,0,1587,2,1,0,0,96.61
4,1,1449,1,1,1,0,81.47
0,4,1095,2,0,1,0,60.85
20,0,932,1,1,1,1,85.96
21,3,362,2,0,0,0,30.86
20,2,889,0,0,1,0,27.669999999999998
5,2,568,2,0,0,1,59.04
5,6,1279,0,0,0,1,57.37
22,6,424,0,1,1,0,43.72
15,5,500,0,0,0,0,15.0
3,2,1699,1,1,1,1,100.0
10,4,1857,2,1,0,0,100.0
23,1,1064,0,0,1,0,33.92
22,3,644,0,0,0,0,28.32
8,6,1252,1,0,0,1,63.559999999999995
22,4,1283,2,0,1,0,59.49
2,3,549,2,1,0,0,69.47
18,3,513,1,0,1,1,43.39
7,1,1913,1,1,0,1,100.0
4,5,1197,2,0,0,1,76.91
3,2,162,1,0,0,0,23.86
23,1,1085,2,0,1,1,76.55
5,4,1199,2,0,1,0,56.97
1,5,1638,0,1,1,1,91.14
19,4,380,0,1,1,0,38.4
10,5,1974,2,0,1,1,99.22
3,6,1356,2,1,0,0,87.68
14,4,189,2,1,0,0,54.67
5,1,1474,2,0,1,1,82.22
21,5,951,2,0,0,1,65.53
16,5,1170,2,1,0,0,87.1
23,3,566,1,1,0,1,75.98
5,3,618,2,1,0,0,65.53999999999999
18,0,1997,1,1,1,1,100.0
1,4,895,1,0,0,1,57.849999999999994
14,3,1142,2,0,1,0,60.26
10,0,167,2,1,1,1,66.00999999999999
7,6,937,1,0,0,1,55.11
18,6,1132,1,1,1,0,77.96000000000001
12,3,1106,2,1,0,0,87.18
11,4,1391,2,0,0,1,79.72999999999999
4,5,99,1,1,0,0,43.97
5,2,1953,1,1,1,1,100.0
21,4,1562,1,0,1,1,73.86
3,1,68,0,0,1,0,8.04
18,6,775,1,1,0,0,64.25
19,3,246,0,1,0,0,41.38
0,3,1964,2,0,0,0,80.91999999999999
19,5,1523,2,1,1,0,90.69
16,1,608,1,1,0,0,55.239999999999995
11,5,1752,2,0,0,1,91.56
14,1,501,2,0,1,1,56.03
0,2,338,2,0,1,0,33.14
13,6,1214,2,0,1,1,71.42
5,3,1157,0,0,0,1,54.71
4,3,1767,0,0,0,1,69.00999999999999
10,2,440,1,1,0,1,65.2
3,0,1664,1,1,1,0,87.92
12,6,264,1,0,1,1,37.92
10,5,1599,2,0,1,1,87.97
2,2,264,2,1,1,0,58.92
0,5,1476,0,1,0,0,73.28
5,4,177,0,1,0,0,36.31
17,3,1895,1,0,0,0,67.85
23,5,1550,0,0,0,1,61.5
9,1,809,0,1,0,0,58.269999999999996
4,5,453,0,0,0,1,35.59
22,4,1102,0,0,0,1,48.06
9,6,1865,0,0,0,0,56.949999999999996
11,3,387,1,1,1,0,55.61
1,2,880,1,1,1,0,66.4
12,4,763,0,0,0,0,22.89
7,3,410,1,0,1,0,31.299999999999997
1,5,618,2,0,0,0,40.54
19,6,1465,0,0,0,1,64.94999999999999
0,0,267,2,0,1,1,50.01
4,6,1647,1,1,0,1,100.0
8,0,1742,1,0,0,1,79.25999999999999
16,1,251,2,0,0,0,27.53
8,6,66,1,0,0,0,19.98
10,3,371,0,1,0,1,60.129999999999995
14,0,567,2,1,0,1,82.00999999999999
23,2,1643,0,0,0,1,69.28999999999999
5,3,1398,2,1,1,0,94.94
22,2,1485,1,1,1,0,79.55
2,6,1391,2,1,0,0,91.72999999999999
16,2,730,2,1,1,1,85.9
4,0,1155,0,1,0,1,79.65
11,3,1547,1,1,0,0,88.41
17,5,1541,0,0,0,0,50.23
13,4,474,1,1,0,1,65.22
20,0,1804,0,1,1,1,95.12
23,0,1762,2,0,1,0,81.86
10,5,1277,0,0,1,1,57.309999999999995
8,3,1656,1,0,1,0,61.68
1,3,1068,1,0,0,0,51.04
11,6,436,2,1,1,1,75.08
2,2,827,1,1,0,1,81.81
2,6,147,0,1,0,1,50.41
0,5,1418,2,1,1,0,87.53999999999999
7,6,1876,1,0,0,1,85.28
21,5,257,1,1,1,1,65.71000000000001
7,3,1587,0,1,1,0,75.61
10,2,1709,0,0,1,0,51.269999999999996
8,6,1865,2,1,1,1,100.0
4,0,635,1,1,1,0,58.05
13,1,215,0,1,0,0,32.45
2,4,71,2,1,1,0,47.129999999999995
20,0,203,1,0,1,1,33.09
4,3,1512,1,0,0,1,78.36
4,4,1368,2,0,1,0,61.04
18,1,268,2,0,1,0,31.04
13,1,718,0,0,0,0,28.54
3,2,1568,1,1,0,1,100.0
12,4,279,1,1,1,0,52.37
9,2,69,1,0,0,0,19.07
17,0,602,2,0,1,1,62.06
7,5,999,0,0,0,0,36.97
7,5,197,1,1,1,1,58.91
6,5,1181,2,0,1,1,77.43
7,4,452,1,1,1,1,71.56
13,5,645,0,1,0,0,50.349999999999994
18,0,1556,1,1,1,0,82.68
5,2,416,0,1,0,1,60.480000000000004
0,4,1907,0,0,1,0,64.21000000000001
22,2,1487,1,1,1,1,98.61
14,4,1382,1,1,1,0,78.46000000000001
0,2,851,0,0,1,1,46.53
16,1,967,2,1,1,1,90.00999999999999
0,2,1908,0,1,0,0,84.24
14,5,1207,1,1,0,0,79.21000000000001
22,1,1792,1,0,0,0,66.75999999999999
1,2,1356,2,1,1,0,88.68
13,4,1851,0,1,1,1,97.53
20,4,122,0,0,0,1,22.66
7,4,530,0,0,1,0,17.9
7,3,1425,1,1,1,0,85.75
18,0,609,0,1,1,1,60.269999999999996
6,4,1399,2,0,0,0,62.97
18,1,794,1,1,0,0,62.82
5,4,1516,1,0,0,0,60.48
5,3,149,0,1,0,0,29.47
2,5,1132,2,0,0,1,73.96000000000001
6,1,557,1,1,1,1,75.71000000000001
18,3,307,1,0,1,0,21.21
7,5,462,0,0,1,1,31.86
9,6,1525,0,0,1,0,50.75
19,6,1138,2,0,0,0,61.14
14,1,644,0,0,0,0,27.32
14,2,1227,2,1,1,1,100.0
0,0,315,1,1,0,1,65.45
19,0,870,2,0,1,1,65.1
6,3,1152,2,1,1,1,100.0
3,5,1388,2,1,1,1,100.0
5,0,711,1,1,1,0,65.33
0,5,996,0,1,0,0,59.879999999999995
4,5,609,1,1,1,1,72.27
22,3,966,0,1,0,1,68.98
0,3,940,2,0,1,1,67.2
3,3,1321,2,1,1,0,88.63
21,0,1863,2,1,1,1,100.0
1,6,917,2,1,1,0,72.50999999999999
9,3,659,2,0,0,0,43.769999999999996
4,0,463,0,1,1,1,59.89
9,3,74,0,1,0,0,32.22
0,4,333,2,1,1,0,59.99
21,5,1522,1,0,1,1,76.66
5,3,930,1,1,1,0,67.9
12,1,350,2,0,0,1,49.5
14,5,1141,0,1,1,0,68.22999999999999
3,5,1080,1,0,1,1,61.4
12,3,866,1,0,1,1,58.980000000000004
23,6,1210,1,0,1,0,53.3
19,2,1237,2,1,1,1,100.0
23,6,132,1,0,0,0,16.96
14,3,1970,1,0,0,0,72.1
7,5,1723,1,0,1,1,85.69
4,1,1493,1,0,1,0,58.79
14,5,1146,0,1,0,1,76.38
3,6,1310,2,1,1,0,91.3
11,1,95,2,1,0,0,53.85
12,0,667,0,1,1,1,64.00999999999999
1,4,977,0,0,1,0,38.31
18,5,1873,2,1,0,0,100.0
18,3,311,1,0,1,0,23.33
3,0,225,1,1,0,0,43.75
3,4,1239,2,1,0,0,91.17
10,3,706,1,1,0,0,60.18
4,2,891,0,0,1,0,26.73
19,3,419,1,1,0,0,52.57
10,1,1868,1,1,0,1,100.0
9,1,103,1,1,1,0,41.09
7,2,739,2,0,1,0,45.17
5,0,1492,0,1,1,1,91.75999999999999
5,4,1829,1,1,1,1,100.0
7,3,1580,2,0,1,1,85.4
22,1,1414,1,0,1,0,53.42
14,0,1200,0,1,0,1,76.0
13,2,1482,1,1,1,1,100.0
10,6,1997,0,1,0,0,86.91
11,5,416,1,0,1,0,29.48
12,6,1344,0,0,0,1,60.32
7,6,693,1,0,0,1,51.79
17,1,1678,0,1,1,0,76.34
0,2,428,1,0,1,0,27.84
14,3,122,1,1,0,0,45.66
7,6,1996,2,0,1,0,86.88
10,6,1995,2,0,1,0,82.85
11,4,964,0,0,0,1,48.92
11,1,1321,1,1,0,0,78.63
3,1,909,0,1,0,0,60.269999999999996
15,3,1858,2,1,1,0,100.0
3,5,92,0,1,1,0,28.759999999999998
4,0,426,0,0,1,0,18.78
23,4,1114,2,1,1,1,99.42
4,1,219,1,0,0,0,16.57
7,4,261,0,1,1,1,47.83
9,1,1566,2,1,0,0,94.97999999999999
16,4,1753,1,0,1,1,81.59
8,2,88,2,0,1,1,40.64
21,6,418,0,1,0,0,43.54
18,1,806,1,1,1,0,61.18
13,4,200,1,0,1,0,22.0
7,0,1184,2,0,0,0,62.519999999999996
8,2,1553,2,0,1,0,71.59
21,2,1509,2,0,0,1,85.27
10,0,1120,1,0,0,0,50.6
22,4,1073,1,1,0,0,74.19
0,3,1648,0,1,0,1,95.44
13,0,786,1,1,1,0,63.58
4,4,1439,0,1,1,1,88.17
20,0,118,2,0,1,0,32.54
13,0,348,2,0,0,1,50.44
3,1,993,1,0,1,0,46.79
21,4,851,2,1,1,1,85.53
22,3,345,2,0,1,1,49.35
0,6,252,1,0,1,0,19.56
21,1,110,0,1,0,0,35.3
22,0,995,1,1,0,0,69.85
18,6,1012,0,1,1,1,71.36
7,5,1903,1,0,0,1,88.09
14,6,1387,1,0,1,1,72.61
20,0,1234,2,1,1,0,86.02
14,0,380,1,1,1,0,53.4
8,4,1601,1,0,0,1,77.03
20,4,387,0,1,1,0,36.61
8,1,1679,2,0,0,1,93.37
9,3,1377,0,1,0,0,69.31
19,1,1576,0,1,1,0,73.28
20,2,1723,2,1,0,1,100.0
8,0,1411,2,0,0,0,70.33
2,6,1623,2,0,1,0,69.69
19,5,688,1,1,0,0,58.64
10,0,324,2,0,0,0,30.72
5,0,1237,2,1,1,0,86.11
1,1,1516,2,1,1,1,100.0
6,5,368,0,0,0,0,20.04
17,5,638,0,0,1,1,35.14
1,5,553,1,0,1,0,34.59
16,1,1759,0,0,0,0,56.769999999999996
10,0,436,1,1,0,1,72.08
11,1,919,0,0,1,1,46.57
18,4,882,2,0,0,0,46.459999999999994
21,4,1064,0,1,1,0,61.92
23,1,1961,1,1,1,1,100.0
6,5,652,0,1,0,1,59.56
19,0,1823,2,1,0,1,100.0
5,1,1849,1,0,1,1,87.47
20,1,740,2,0,1,0,49.2
23,1,543,2,1,1,0,67.28999999999999
0,2,539,1,1,1,0,55.17
16,4,770,2,0,0,0,45.099999999999994
10,6,1146,2,0,1,0,62.379999999999995
21,5,558,0,0,0,1,37.739999999999995
17,3,439,2,0,0,1,57.17
20,6,1692,2,0,1,1,94.75999999999999
16,5,1930,2,1,0,0,100.0
6,3,344,2,1,0,1,75.32
16,2,1442,1,1,1,0,82.25999999999999
19,1,845,0,1,0,0,57.349999999999994
8,2,914,2,0,0,0,49.42
16,2,1767,2,1,1,1,100.0
19,6,598,1,0,1,0,28.939999999999998
21,0,698,2,0,1,0,42.94
21,6,1923,1,0,1,1,83.69
7,4,617,0,0,1,0,22.509999999999998
16,3,1260,0,0,1,1,58.8
6,1,902,2,0,1,0,56.06
0,6,819,2,0,0,1,68.57
12,3,494,2,1,0,0,59.82
22,5,1643,1,0,1,0,68.28999999999999
18,3,412,2,1,0,1,80.36
23,5,172,2,1,0,0,50.16
18,6,1261,0,0,1,1,52.83
16,4,791,2,0,0,0,52.730000000000004
12,6,729,0,1,1,1,68.87
15,5,469,2,1,0,0,64.07
7,3,1699,0,1,1,0,80.97
18,3,1325,2,1,0,0,92.75
17,5,1692,0,0,0,1,68.75999999999999
0,2,1622,1,0,0,1,80.66
13,4,1408,0,0,1,1,60.239999999999995
18,0,141,0,1,0,1,45.230000000000004
14,1,1603,0,0,0,1,70.09
17,3,1939,2,1,1,0,100.0
1,1,112,2,0,1,0,26.36
21,0,1735,2,1,0,0,100.0
16,6,561,1,0,0,0,34.83
17,1,1212,1,0,0,0,53.36
5,0,1771,0,1,0,1,93.13
18,5,1258,1,1,1,0,78.74000000000001
3,2,1278,0,1,0,1,82.34
0,3,821,0,1,0,0,55.629999999999995
7,0,1287,0,1,1,1,86.61
22,1,305,1,0,0,1,35.15
6,3,184,2,1,0,1,68.52
2,2,1646,1,0,0,0,62.379999999999995
9,5,924,0,0,1,0,28.72
9,6,871,0,0,1,0,28.13
18,3,137,1,0,0,0,21.11
13,6,1909,0,0,0,1,80.27
1,0,1037,0,1,1,1,76.11
0,2,1280,1,1,0,1,97.4
22,1,1202,1,0,0,1,62.059999999999995
22,2,872,1,0,1,0,37.16
17,2,1076,0,1,1,1,78.28
6,4,1023,0,1,1,0,62.69
7,2,983,2,0,0,1,71.49
0,2,1827,2,1,0,1,100.0
22,3,170,1,1,0,1,64.1
2,1,1458,2,1,0,0,95.74
23,3,1687,0,0,1,0,50.61
22,3,1111,2,1,0,1,100.0
7,0,1414,0,0,0,1,57.42
21,3,1057,1,0,1,1,58.709999999999994
14,4,974,1,0,1,0,47.22
4,4,694,0,0,0,0,24.82
2,6,763,2,0,1,0,50.89
18,0,909,1,1,1,1,85.27
0,6,70,1,0,0,0,17.1
14,6,291,2,0,0,1,43.730000000000004
7,5,504,2,0,0,0,44.12
1,1,1012,0,1,0,1,76.36
2,1,670,2,1,1,1,85.1
23,3,352,2,1,1,0,63.56
13,3,1669,2,1,0,1,100.0
23,5,1668,0,1,0,1,93.03999999999999
13,3,852,0,1,1,1,71.56
10,1,1013,1,1,0,0,66.39
15,6,118,0,0,0,1,23.54
3,2,1202,1,0,0,0,51.059999999999995
19,4,245,2,1,0,0,53.35
4,2,189,1,0,1,1,33.67
21,2,1517,1,0,0,0,62.51
20,1,332,2,1,1,1,76.96000000000001
13,2,361,1,0,0,0,27.83
22,5,795,0,0,0,1,45.849999999999994
15,0,1608,0,1,1,0,73.24
17,3,1738,0,0,0,1,68.14
6,0,326,0,1,1,1,52.78
9,6,110,1,1,0,1,61.3
6,4,1392,1,0,0,1,68.75999999999999
0,3,1963,2,0,0,0,83.89
22,2,101,1,0,0,0,19.03
20,4,1929,1,1,0,1,100.0
18,3,202,1,1,1,0,47.06
15,5,1822,2,1,1,1,100.0
18,5,1384,0,0,0,1,61.519999999999996
3,5,1887,1,0,0,0,70.61
17,5,593,2,1,1,0,71.78999999999999
1,2,616,2,0,1,1,56.480000000000004
0,0,1937,2,0,0,0,78.11
14,3,1462,0,1,0,1,89.86
4,2,1621,1,1,1,0,90.63
19,5,671,2,0,0,0,41.129999999999995
10,6,1250,0,1,1,0,68.5
9,0,1435,2,0,0,0,68.05
1,6,363,2,1,1,0,59.89
2,4,856,2,1,1,1,88.68
22,6,897,2,1,0,0,72.91
22,4,146,2,0,1,0,33.379999999999995
11,4,930,0,0,0,1,47.9
19,5,1286,1,1,0,1,92.58
4,4,878,1,1,0,1,77.34
4,1,186,1,1,0,0,49.58
5,3,1079,1,0,1,0,48.37
8,3,1060,0,1,0,1,76.8
1,5,158,0,1,0,1,52.74
20,1,596,0,1,0,1,66.88
11,6,1112,2,1,0,1,97.36
2,2,711,2,0,1,0,49.33
19,6,474,2,0,0,0,42.22
21,2,679,1,1,1,0,55.370000000000005
11,4,310,2,0,1,0,33.3
23,0,1499,1,0,1,0,62.97
16,2,136,2,0,0,1,45.08
9,0,514,1,1,0,0,55.42
23,3,125,2,0,0,1,43.75
13,0,520,2,0,0,1,56.6
22,3,463,0,0,1,1,28.89
16,1,874,2,1,1,0,74.22
17,1,944,2,1,0,1,88.32
18,5,775,0,0,0,0,28.25
16,5,506,1,0,0,1,43.18
13,4,1358,0,1,0,0,65.74000000000001
8,2,1312,0,1,0,1,87.36
7,4,1750,1,0,0,0,65.5
1,3,1672,2,0,0,1,90.16
12,4,702,1,1,1,1,77.06
6,0,721,2,1,1,1,88.63
8,3,1631,2,0,1,1,91.93
21,5,1445,1,1,1,0,86.35
21,1,544,0,0,0,0,23.32
10,5,1697,1,0,0,0,69.91
13,2,1992,2,0,0,1,96.75999999999999
3,3,1118,1,1,0,1,84.53999999999999
12,3,1474,1,0,0,1,73.22
1,0,1320,2,0,1,1,74.6
22,2,1689,0,1,0,1,92.66999999999999
4,1,646,1,1,1,1,69.38
10,6,499,2,0,0,0,36.97
5,3,534,2,0,1,0,39.019999999999996
17,3,695,1,1,0,0,61.849999999999994
20,0,669,0,1,1,0,49.07
9,4,1091,1,1,0,0,71.72999999999999
3,1,1679,0,0,0,0,50.37
8,5,711,0,0,0,0,28.33
5,2,807,0,0,0,0,27.21
1,3,338,0,1,1,1,59.14
16,3,1487,1,0,0,1,73.61
4,5,770,2,1,1,1,84.1
5,1,687,2,0,0,1,55.61
11,4,284,2,1,1,1,76.52
22,3,465,2,0,0,1,49.95
20,1,987,2,0,0,1,69.61
9,5,548,2,1,1,0,61.44
21,0,1023,1,1,0,0,65.69
20,4,683,0,0,0,1,43.489999999999995
5,2,1723,2,1,1,0,99.69
7,3,1069,1,1,0,0,75.07
1,1,164,2,0,1,0,28.92
11,0,981,2,1,0,0,80.43
12,2,723,0,0,1,0,21.689999999999998
20,6,1786,0,0,1,1,73.58
6,1,1307,0,1,1,0,71.21000000000001
9,1,1613,2,1,1,1,100.0
12,2,1084,2,0,0,1,75.52
16,0,255,2,0,0,1,44.65
20,6,1752,0,0,1,0,52.559999999999995
13,5,296,1,0,0,1,33.879999999999995
1,0,1632,2,0,0,1,88.96000000000001
21,4,807,2,0,0,1,64.21000000000001
10,3,1200,2,1,1,1,96.0
0,2,196,1,1,0,0,42.879999999999995
18,5,167,2,1,0,1,71.00999999999999
20,6,1984,1,0,1,1,93.52
3,2,1455,2,1,0,1,100.0
18,2,461,1,0,1,1,40.83
20,0,1737,2,0,1,0,74.11
10,3,1657,0,1,1,1,95.71000000000001
7,4,412,0,0,0,1,30.36
10,1,1582,0,0,0,1,65.46000000000001
3,1,186,0,0,1,1,22.58
16,2,1248,2,0,1,1,81.44
6,3,1362,0,0,1,1,63.86
7,6,1007,1,0,1,0,41.209999999999994
2,6,1554,0,1,1,1,89.62
21,5,68,0,0,1,0,9.04
1,0,244,0,0,0,0,12.32
22,3,379,2,0,1,1,52.37
14,3,224,0,0,1,0,12.719999999999999
23,0,1051,1,1,1,1,82.53
21,6,498,0,1,0,0,42.94
21,6,1998,0,0,0,1,83.94
4,6,995,0,0,0,0,38.849999999999994
23,2,1427,1,0,0,0,57.809999999999995
0,3,1572,0,1,1,1,89.16
3,1,190,1,1,0,0,48.7
14,0,807,1,1,1,0,62.21
19,6,1970,0,1,1,0,93.1
18,5,979,1,0,1,0,40.37
2,6,142,2,1,1,0,54.26
19,6,288,0,1,1,1,48.64
10,4,254,0,0,1,0,12.620000000000001
16,2,609,1,0,0,0,37.269999999999996
12,0,1506,1,1,0,1,95.18
10,4,294,0,1,0,1,55.82
1,4,881,2,1,0,1,90.43
8,5,1390,1,1,0,0,81.69999999999999
1,3,974,1,0,1,0,40.22
20,5,344,2,0,0,0,31.32
8,3,689,2,1,0,0,73.67
8,3,905,0,1,0,1,69.15
7,0,1355,2,1,1,1,100.0
16,6,66,0,1,1,0,35.980000000000004
0,0,120,2,1,1,0,52.6
10,2,1342,1,0,0,0,53.26
7,3,1398,0,0,0,0,50.94
9,4,1867,0,0,0,1,72.00999999999999
6,6,354,0,1,0,1,57.62
2,1,1524,2,1,0,0,99.72
